InvoiceNo,InvoiceDate,CustomerID,TotalAmount,PaymentMode
571843,10/19/11 12:28,16684,449.28,Bank Transfer
571844,10/19/11 12:30,17101,669.15,Debit Card
571845,10/19/11 12:34,16869,288.12,Mobile Payments
571846,10/19/11 12:35,17841,500.98,Debit Card
571847,10/19/11 12:39,15220,494.91,Credit Card
571848,10/19/11 12:50,13576,283.89,Bank Transfer
571849,10/19/11 12:52,12841,191.12,Debit Card
571850,10/19/11 12:54,14698,498.04,Bank Transfer
571851,10/19/11 13:02,12596,348.32,Credit Card
571852,10/19/11 13:20,14273,109.92,Debit Card
571853,10/19/11 13:23,14306,390.38,Credit Card
C571854,10/19/11 13:24,15826,-4.95,Debit Card
C571855,10/19/11 13:36,17462,-12.75,Credit Card
C571856,10/19/11 13:37,17063,-2.95,PayPal
571857,10/19/11 13:38,15468,447.61,Debit Card
C571858,10/19/11 13:38,14257,-12.45,Debit Card
C571859,10/19/11 13:39,15159,-13.38,Debit Card
C571860,10/19/11 13:42,14175,-36.14,Bank Transfer
C571861,10/19/11 13:43,16670,-3.95,Debit Card
C571862,10/19/11 13:45,13422,-24.75,Bank Transfer
571863,10/19/11 13:49,15468,19.9,Credit Card
571864,10/19/11 13:49,12731,2503.74,Credit Card
571883,10/19/11 13:58,14704,548.89,Debit Card
571890,10/19/11 14:05,16826,341.7,Debit Card
571891,10/19/11 14:10,12388,7.85,Gift Card
571892,10/19/11 14:12,13089,431.2,Check
571894,10/19/11 14:13,14022,5.5,Credit Card
C571893,10/19/11 14:13,13314,-182.43,Mobile Payments
571895,10/19/11 14:14,17824,298.4,PayPal
C571896,10/19/11 14:18,16533,-2.5,Debit Card
C571897,10/19/11 14:19,16157,-12.45,Bank Transfer
571898,10/19/11 14:20,13247,85.8,Credit Card
571899,10/19/11 14:22,16885,109.75,PayPal
571900,10/19/11 14:26,13263,15,Cash
571901,10/19/11 14:36,12757,149.75,Credit Card
C571902,10/19/11 14:39,14488,-16.85,Debit Card
571903,10/19/11 14:40,15754,155.15,Check
571904,10/19/11 14:41,12522,89.4,Mobile Payments
571905,10/19/11 14:51,12370,739.28,Credit Card
571906,10/19/11 14:55,14297,14.85,Credit Card
C571907,10/19/11 14:55,14297,-14.85,Credit Card
571908,10/19/11 14:56,15803,415.82,Bank Transfer
571909,10/19/11 15:08,15006,412.83,Bank Transfer
571910,10/19/11 15:09,18099,3.75,Debit Card
571911,10/19/11 15:15,17562,103.8,PayPal
571912,10/19/11 15:26,17512,581.41,Credit Card
571913,10/19/11 15:29,18210,1258.37,Check
571914,10/19/11 15:33,14776,330.24,Bank Transfer
571915,10/19/11 15:34,17153,0,Credit Card
571916,10/19/11 15:34,14776,15.6,Credit Card
571917,10/19/11 15:46,13078,318.8,Debit Card
571918,10/19/11 16:05,17350,138.49,Check
C571919,10/19/11 16:08,17350,-29.88,PayPal
571920,10/19/11 16:16,14799,157.7,Check
571923,10/19/11 16:24,12685,289.22,Credit Card
C571925,10/19/11 16:31,13115,-37.65,PayPal
571926,10/19/11 16:41,16722,450.37,Debit Card
C571927,10/19/11 16:41,13109,-2.95,Credit Card
C571928,10/19/11 16:44,12720,-29.75,Mobile Payments
571929,10/19/11 16:47,18066,4.53,Debit Card
571930,10/19/11 16:56,15764,24.9,Credit Card
571931,10/19/11 16:59,12910,2120.09,Credit Card
571932,10/19/11 17:21,15827,1.65,Debit Card
571933,10/20/11 8:19,13199,76.32,Cash
571934,10/20/11 8:21,16170,324.39,Credit Card
571935,10/20/11 8:41,13890,103.85,Bank Transfer
571936,10/20/11 9:04,15814,599.42,Credit Card
571937,10/20/11 9:28,14911,2856.14,Debit Card
571938,10/20/11 9:32,13669,170.4,Check
571939,10/20/11 9:40,16260,1035.45,Debit Card
571940,10/20/11 9:57,15301,603.76,Bank Transfer
571941,10/20/11 10:04,14261,219.7,Cash
571942,10/20/11 10:06,17434,327.93,PayPal
571943,10/20/11 10:10,14638,443.6,Mobile Payments
571944,10/20/11 10:15,13755,297.85,PayPal
571945,10/20/11 10:34,17354,1294.06,Cash
571965,10/20/11 10:41,17238,242.55,Credit Card
571987,10/20/11 10:47,17007,314.49,Bank Transfer
572021,10/20/11 10:57,15664,386.43,PayPal
C572022,10/20/11 10:58,16474,-9.9,Credit Card
572023,10/20/11 11:03,17764,541.88,Gift Card
572024,10/20/11 11:17,14631,376.9,Debit Card
572025,10/20/11 11:30,17651,333.01,Credit Card
572026,10/20/11 11:40,13245,430.5,Credit Card
C572027,10/20/11 11:44,15754,-2.9,Credit Card
572028,10/20/11 11:47,15296,1073.37,Debit Card
C572029,10/20/11 11:48,17651,-17.85,Bank Transfer
572030,10/20/11 11:51,14923,749.1,Bank Transfer
572031,10/20/11 11:53,14866,294.72,Gift Card
572032,10/20/11 11:54,14214,55.42,Credit Card
572033,10/20/11 11:58,14447,247.94,Credit Card
572034,10/20/11 12:00,14447,23.5,Mobile Payments
572035,10/20/11 12:03,14646,20277.92,Bank Transfer
572036,10/20/11 12:04,18149,62.4,Mobile Payments
572037,10/20/11 12:07,17365,867.81,Check
572045,10/20/11 12:11,14527,181.95,Debit Card
572047,10/20/11 12:13,16474,303.16,Mobile Payments
572048,10/20/11 12:21,14477,441.2,Cash
572049,10/20/11 12:21,17243,414.21,Mobile Payments
572050,10/20/11 12:23,17346,222.72,Debit Card
572051,10/20/11 12:24,14646,4311.48,Bank Transfer
572052,10/20/11 12:26,14646,1244.16,Mobile Payments
572053,10/20/11 12:28,14495,83.2,Debit Card
572054,10/20/11 12:31,12642,291.96,Credit Card
572055,10/20/11 12:34,17346,250.04,Bank Transfer
572056,10/20/11 12:40,17402,35,Debit Card
572057,10/20/11 12:41,16593,74.53,Credit Card
572058,10/20/11 12:43,18252,427.81,Mobile Payments
C572059,10/20/11 12:45,17346,-64.98,Credit Card
572060,10/20/11 12:52,12569,85.68,Mobile Payments
572061,10/20/11 12:53,12474,740.41,Mobile Payments
572062,10/20/11 12:57,16177,331.95,Debit Card
572063,10/20/11 12:57,14606,112.24,Credit Card
572064,10/20/11 13:06,15159,39.9,Credit Card
572065,10/20/11 13:06,12556,290.81,Debit Card
572066,10/20/11 13:07,15159,3091.98,Debit Card
572067,10/20/11 13:13,16099,139.8,Mobile Payments
572068,10/20/11 13:20,13159,303.7,Debit Card
572069,10/20/11 13:24,14911,765.21,Bank Transfer
572070,10/20/11 13:37,15587,111.96,Credit Card
572071,10/20/11 13:37,13366,56.16,Debit Card
572072,10/20/11 13:40,12762,1.36,Credit Card
572073,10/20/11 13:46,13263,175.42,Mobile Payments
572074,10/20/11 13:54,16284,343.99,Debit Card
572075,10/20/11 13:55,16846,214.32,Credit Card
572076,10/20/11 14:01,13761,578.94,Debit Card
572077,10/20/11 14:09,15807,251.8,PayPal
572078,10/20/11 14:10,15807,16.5,Credit Card
572079,10/20/11 14:11,14484,321.92,Debit Card
572080,10/20/11 14:12,16592,25.2,Credit Card
572081,10/20/11 14:13,16592,203.96,Bank Transfer
572082,10/20/11 14:18,17672,2000.33,Debit Card
572085,10/20/11 14:23,14427,41.6,Gift Card
572086,10/20/11 14:30,13897,311.16,Mobile Payments
572087,10/20/11 14:30,12683,1056.9,PayPal
572088,10/20/11 14:33,14585,157.05,PayPal
572089,10/20/11 14:33,15565,84.36,Debit Card
572090,10/20/11 14:33,13573,258.48,Credit Card
572091,10/20/11 14:40,15129,650.67,Debit Card
572092,10/20/11 14:41,17125,211.75,Credit Card
572093,10/20/11 14:51,15121,162.57,Check
572094,10/20/11 14:52,17420,207.32,Bank Transfer
572095,10/20/11 15:15,15511,100.55,Bank Transfer
572096,10/20/11 15:20,16813,244.55,Debit Card
572097,10/20/11 15:30,16560,42.28,Credit Card
572098,10/20/11 15:38,15117,526.3,Mobile Payments
572099,10/20/11 15:43,13089,15.2,Mobile Payments
572100,10/20/11 15:45,16705,143.4,Credit Card
572101,10/20/11 15:47,16705,302.58,Credit Card
C572102,10/20/11 15:56,13519,-11.95,PayPal
572103,10/20/11 15:57,17571,777.49,Bank Transfer
572104,10/20/11 16:21,15469,234.25,Debit Card
572105,10/20/11 17:00,15187,306,Debit Card
572106,10/20/11 17:04,15058,200.83,Bank Transfer
572107,10/20/11 17:13,15836,137.37,Debit Card
572108,10/20/11 18:08,15814,521.53,PayPal
C572109,10/20/11 18:24,13350,-68.4,PayPal
C572110,10/20/11 19:11,14910,-21.56,Debit Card
C572111,10/20/11 19:13,13136,-20.25,Debit Card
C572112,10/20/11 19:13,14113,-3.75,Debit Card
C572113,10/20/11 19:14,15179,-4.25,Debit Card
C572114,10/20/11 19:15,17169,-6.65,Debit Card
C572115,10/20/11 19:16,16394,-17.64,Credit Card
C572116,10/20/11 19:17,15620,-7.83,Mobile Payments
C572117,10/20/11 19:19,17603,-3.75,Debit Card
C572118,10/20/11 19:21,18228,-10.7,Credit Card
C572119,10/20/11 19:23,15598,-2.5,Bank Transfer
C572120,10/20/11 19:29,14911,-54.9,Credit Card
572121,10/20/11 19:51,17092,788.11,Credit Card
572122,10/21/11 8:24,15969,222.4,Debit Card
572123,10/21/11 8:40,14646,2314.48,Debit Card
572124,10/21/11 8:47,14156,773.94,Credit Card
572125,10/21/11 8:57,16156,284.98,Mobile Payments
572126,10/21/11 9:04,16313,167.62,Credit Card
572127,10/21/11 9:20,14911,906.09,PayPal
572128,10/21/11 9:23,15782,526,PayPal
572129,10/21/11 9:25,17528,547.34,Mobile Payments
572130,10/21/11 9:50,13460,107.46,Bank Transfer
572131,10/21/11 9:56,13917,206.66,Debit Card
572132,10/21/11 10:03,13725,114.86,Credit Card
572133,10/21/11 10:11,12407,300.76,Debit Card
572134,10/21/11 10:13,12500,1096.65,Mobile Payments
572139,10/21/11 10:19,18241,54.6,PayPal
572182,10/21/11 10:32,13588,425.38,Debit Card
572183,10/21/11 10:50,16153,800.69,Credit Card
572184,10/21/11 10:51,12403,427.7,Credit Card
572185,10/21/11 10:52,14779,2561.44,Bank Transfer
572186,10/21/11 10:55,16497,1414.99,Bank Transfer
C572187,10/21/11 11:00,12403,-18,Credit Card
572188,10/21/11 11:06,14967,463.8,Credit Card
572189,10/21/11 11:08,15286,240.55,Credit Card
572190,10/21/11 11:16,15796,7.46,Mobile Payments
572191,10/21/11 11:18,17377,112.18,Bank Transfer
572192,10/21/11 11:30,18118,301.09,Bank Transfer
572193,10/21/11 11:33,15061,3648.6,Mobile Payments
572194,10/21/11 11:43,17832,155.37,Gift Card
572195,10/21/11 11:49,14562,211.78,PayPal
572196,10/21/11 11:54,18102,7398.54,Debit Card
572197,10/21/11 11:56,18102,89.28,Debit Card
572203,10/21/11 12:05,17068,307.32,Credit Card
572209,10/21/11 12:08,18102,22206,Mobile Payments
572210,10/21/11 12:12,13755,124.8,Credit Card
572211,10/21/11 12:25,13429,196.68,PayPal
572212,10/21/11 12:25,13918,1014.64,Bank Transfer
572213,10/21/11 12:44,15358,402.58,Debit Card
572214,10/21/11 12:50,16918,37.8,PayPal
572215,10/21/11 12:52,12646,731.69,Credit Card
572216,10/21/11 12:56,16015,295.77,Credit Card
572217,10/21/11 13:03,15311,97.25,Credit Card
572218,10/21/11 13:13,16311,401.55,Mobile Payments
572219,10/21/11 13:17,17463,442.48,Debit Card
572220,10/21/11 13:24,17800,155.11,Credit Card
572221,10/21/11 13:27,17086,229.41,Debit Card
572222,10/21/11 13:27,17940,192,Debit Card
C572223,10/21/11 13:36,14147,-15,Cash
572224,10/21/11 13:46,16558,1256.69,Credit Card
572225,10/21/11 13:50,13157,868.02,Credit Card
C572226,10/21/11 13:58,15321,-84.83,Mobile Payments
572227,10/21/11 14:01,15051,740.24,PayPal
C572228,10/21/11 14:03,15728,-134.8,Credit Card
572229,10/21/11 14:23,14329,1121.76,Check
572230,10/21/11 14:29,15740,154.88,Credit Card
572231,10/21/11 14:41,13974,413.59,Bank Transfer
572232,10/21/11 14:41,16293,303.58,PayPal
572233,10/21/11 14:41,14646,930.12,Debit Card
572234,10/21/11 14:41,16293,65.75,Credit Card
572235,10/21/11 14:42,16293,82.5,Credit Card
572236,10/21/11 14:42,14646,81.02,Debit Card
572237,10/21/11 14:49,15152,310.22,Credit Card
572238,10/21/11 14:50,15819,319.98,Mobile Payments
572240,10/21/11 15:18,13709,1097.24,Credit Card
572241,10/21/11 15:20,12712,250.4,Bank Transfer
572242,10/21/11 15:36,15677,657.23,Credit Card
572243,10/21/11 15:43,17361,224.28,Credit Card
572244,10/21/11 15:54,14233,503.62,Mobile Payments
572272,10/21/11 16:18,13171,132.54,Cash
572274,10/21/11 16:48,14031,660.5,Debit Card
C572275,10/23/11 9:42,12572,-15.7,PayPal
C572276,10/23/11 10:24,16768,-8.3,Bank Transfer
572277,10/23/11 10:38,16768,191.6,Mobile Payments
572278,10/23/11 10:46,16326,211.1,Debit Card
572279,10/23/11 10:56,16066,176.7,Debit Card
572280,10/23/11 11:05,16007,208.05,Debit Card
572281,10/23/11 11:10,17211,419.33,Credit Card
572282,10/23/11 11:39,17634,147.86,Debit Card
572283,10/23/11 11:42,15000,489.67,Credit Card
572284,10/23/11 12:08,16744,275.7,Mobile Payments
572285,10/23/11 12:16,14698,108.66,Credit Card
572286,10/23/11 12:18,16434,196.93,Credit Card
572287,10/23/11 12:26,15584,288.37,Debit Card
572288,10/23/11 12:28,17377,179.32,Debit Card
572289,10/23/11 12:37,13782,111.5,Mobile Payments
572290,10/23/11 12:46,14800,391.86,Debit Card
572291,10/23/11 12:46,16931,299.41,Debit Card
572292,10/23/11 12:56,16017,179.23,Bank Transfer
572293,10/23/11 13:02,12748,50,Bank Transfer
572294,10/23/11 13:10,13471,936.47,Bank Transfer
572295,10/23/11 13:49,16686,558.68,Credit Card
572296,10/23/11 14:28,13598,143.14,Debit Card
572297,10/23/11 14:30,15953,161.81,Debit Card
572298,10/23/11 14:33,14071,167.95,Debit Card
C572299,10/23/11 14:35,13598,-12.75,Bank Transfer
572300,10/23/11 14:40,18005,132.07,Debit Card
572301,10/23/11 14:41,16794,111.16,Credit Card
572302,10/23/11 14:47,15427,330.37,Debit Card
572303,10/23/11 14:56,18109,314.6,Credit Card
572304,10/23/11 15:07,17131,445.92,Credit Card
572305,10/23/11 15:09,17131,46.75,Credit Card
572306,10/23/11 15:11,17841,488.71,Debit Card
572307,10/23/11 15:23,16905,1067.55,Debit Card
572308,10/23/11 15:27,12748,54.51,Credit Card
572309,10/23/11 15:29,14432,706.77,Debit Card
572310,10/23/11 15:30,12748,20.08,Debit Card
572311,10/23/11 15:45,14035,281.74,Debit Card
572312,10/23/11 15:47,15022,295.68,Gift Card
572313,10/23/11 15:54,14731,129,Mobile Payments
572314,10/23/11 15:59,17111,231.61,Bank Transfer
572315,10/23/11 16:00,14504,130.55,Credit Card
572316,10/23/11 16:13,17836,102.71,Cash
572317,10/23/11 16:13,14629,596.82,PayPal
572318,10/23/11 16:19,15436,309.25,Bank Transfer
572319,10/23/11 16:19,14704,109.96,Debit Card
572320,10/24/11 8:48,16325,178.22,Debit Card
572321,10/24/11 8:59,15592,388.58,Debit Card
572322,10/24/11 9:34,13138,143.8,Mobile Payments
572323,10/24/11 9:46,14312,564.4,Mobile Payments
572324,10/24/11 9:52,14607,2949.28,Gift Card
572325,10/24/11 9:54,14607,1044,PayPal
572326,10/24/11 9:55,14607,2199.12,PayPal
572327,10/24/11 10:08,15277,255.9,Mobile Payments
572328,10/24/11 10:11,13104,180,Credit Card
572329,10/24/11 10:13,14019,621.08,Debit Card
572330,10/24/11 10:17,16426,230.3,Credit Card
572331,10/24/11 10:18,16491,731.5,Credit Card
572332,10/24/11 10:20,17186,72,Credit Card
572333,10/24/11 10:23,13704,219.33,Debit Card
C572334,10/24/11 10:25,14607,-2199.12,Mobile Payments
572335,10/24/11 10:27,14493,399.5,Credit Card
572336,10/24/11 10:29,13523,616.8,Check
572337,10/24/11 10:30,14607,1434,Credit Card
572338,10/24/11 10:30,15380,300.4,Credit Card
572339,10/24/11 10:32,14607,765.12,Debit Card
572340,10/24/11 10:36,14607,967.68,PayPal
572342,10/24/11 10:38,14607,1048,Debit Card
C572343,10/24/11 10:40,14607,-2949.28,Debit Card
572344,10/24/11 10:43,14607,684,Cash
572345,10/24/11 10:53,16804,0,Check
C572346,10/24/11 10:58,15296,-49.65,Mobile Payments
C572347,10/24/11 11:03,17302,-33.05,Cash
572348,10/24/11 11:21,15482,360,Mobile Payments
572350,10/24/11 11:33,15516,47.4,Credit Card
572351,10/24/11 11:38,15516,6.36,Gift Card
572352,10/24/11 11:39,16814,130.65,Mobile Payments
572353,10/24/11 11:40,15215,381,PayPal
572354,10/24/11 11:41,15215,53.9,Bank Transfer
572380,10/24/11 11:51,16019,416.7,Credit Card
572392,10/24/11 11:54,14764,278.3,Debit Card
C572398,10/24/11 11:55,16268,-174.05,Credit Card
572399,10/24/11 11:56,15628,321.5,Bank Transfer
C572410,10/24/11 11:58,16742,-464.9,Check
572423,10/24/11 12:02,16742,464.9,Credit Card
C572422,10/24/11 12:02,16006,-218.81,Credit Card
C572428,10/24/11 12:03,17949,-464.9,Debit Card
C572440,10/24/11 12:06,17811,-27.9,PayPal
C572441,10/24/11 12:08,16627,-197.51,Cash
572442,10/24/11 12:09,12546,401.3,PayPal
572443,10/24/11 12:10,14145,891,Bank Transfer
C572444,10/24/11 12:12,13408,-251.07,Credit Card
C572445,10/24/11 12:20,16479,-217.81,Debit Card
C572446,10/24/11 12:23,15313,-372.25,Cash
572447,10/24/11 12:25,17811,402.75,PayPal
C572448,10/24/11 12:28,17886,-329.51,Credit Card
C572449,10/24/11 12:34,14428,-10.45,Mobile Payments
C572450,10/24/11 12:35,16602,-278.15,Gift Card
572451,10/24/11 12:36,12921,792.76,Debit Card
572452,10/24/11 12:36,12921,354.98,Bank Transfer
572453,10/24/11 12:37,12921,180.33,Mobile Payments
572454,10/24/11 12:38,13808,156.1,Bank Transfer
C572455,10/24/11 12:41,12982,-296.23,PayPal
572457,10/24/11 12:44,12594,722.4,Credit Card
C572456,10/24/11 12:44,12505,-204.31,Cash
572458,10/24/11 12:51,15142,498.74,Credit Card
572459,10/24/11 12:53,14911,646.02,Debit Card
572460,10/24/11 12:54,17001,430.8,Debit Card
572461,10/24/11 12:56,17344,157.62,Debit Card
572462,10/24/11 13:06,18240,422.58,Bank Transfer
C572463,10/24/11 13:07,17652,-75.65,Debit Card
572464,10/24/11 13:08,17081,111.9,Mobile Payments
572465,10/24/11 13:26,14474,547.66,Bank Transfer
572466,10/24/11 13:28,14997,112.52,Credit Card
C572467,10/24/11 13:29,13728,-318.13,Cash
572468,10/24/11 13:30,18178,0,Credit Card
C572469,10/24/11 13:31,13534,-20.51,Bank Transfer
C572470,10/24/11 13:32,15444,-259.25,Credit Card
C572471,10/24/11 13:33,17090,-2.1,Credit Card
572472,10/24/11 13:34,14139,415.82,Debit Card
C572473,10/24/11 13:34,18188,-2.55,Gift Card
572474,10/24/11 13:36,17423,248.99,Credit Card
572475,10/24/11 13:37,15271,272.7,Debit Card
572476,10/24/11 13:39,13784,0,Credit Card
572477,10/24/11 13:39,13858,0,Debit Card
C572478,10/24/11 13:39,13098,-5.64,Bank Transfer
C572479,10/24/11 13:43,12463,-29.75,Credit Card
572480,10/24/11 13:44,12547,0,Credit Card
C572481,10/24/11 13:48,15632,-122.1,Credit Card
C572482,10/24/11 13:48,17314,-2.71,Credit Card
572483,10/24/11 13:50,16444,113.27,Credit Card
572484,10/24/11 13:50,17220,275.09,Debit Card
C572485,10/24/11 13:50,14952,-31.1,Credit Card
C572486,10/24/11 13:51,14156,-27.2,PayPal
572487,10/24/11 13:52,15801,56.75,Debit Card
C572488,10/24/11 13:57,12474,-38.45,Gift Card
572490,10/24/11 13:59,14467,180.27,Mobile Payments
C572489,10/24/11 13:59,17119,-13.3,Debit Card
C572491,10/24/11 14:02,13047,-20.9,Credit Card
C572492,10/24/11 14:04,12940,-14.95,Mobile Payments
572499,10/24/11 14:10,15786,1687.46,Debit Card
572504,10/24/11 14:13,15786,83.9,Credit Card
572509,10/24/11 14:25,17004,406.54,Credit Card
572510,10/24/11 14:27,12476,0,Debit Card
572511,10/24/11 14:29,14895,454.2,Debit Card
572512,10/24/11 14:35,15806,262.7,Credit Card
572513,10/24/11 14:36,16728,492.07,Debit Card
572515,10/24/11 14:37,12790,16.92,Credit Card
572516,10/24/11 14:45,15797,0,Credit Card
572517,10/24/11 14:47,15068,313.4,Bank Transfer
572518,10/24/11 14:49,16353,237.6,Mobile Payments
572519,10/24/11 14:56,15046,193.79,Bank Transfer
572520,10/24/11 15:05,13165,666.84,Debit Card
572521,10/24/11 15:19,15844,130.74,Debit Card
572527,10/24/11 15:35,13706,0,PayPal
572528,10/24/11 15:43,13176,479.83,Credit Card
C572529,10/24/11 15:52,17675,-60.18,Debit Card
C572530,10/24/11 15:55,15782,-20.8,Mobile Payments
C572531,10/24/11 15:57,13269,-1.66,Credit Card
C572532,10/24/11 16:03,12380,-4.25,Credit Card
C572535,10/24/11 16:07,15411,-12.5,Credit Card
C572538,10/24/11 16:10,14121,-14.85,Debit Card
572540,10/24/11 16:17,13525,2900.83,Debit Card
572541,10/24/11 16:20,17315,138.01,Bank Transfer
572542,10/24/11 16:20,17272,698.39,Debit Card
572544,10/24/11 16:34,16023,219.12,Debit Card
572545,10/24/11 16:48,17450,1896.72,PayPal
C572546,10/24/11 16:50,17481,-6.25,PayPal
572547,10/24/11 17:01,14364,0,Check
572548,10/24/11 17:01,13079,0,Mobile Payments
572549,10/24/11 17:03,16706,1892.05,Bank Transfer
572550,10/24/11 17:06,14569,2324.63,Credit Card
572552,10/24/11 17:07,14096,3472.42,Credit Card
C572551,10/24/11 17:07,14096,-425.14,Credit Card
572553,10/24/11 17:09,15472,2303.2,Debit Card
C572554,10/24/11 17:16,17317,-38.16,Check
572555,10/24/11 17:19,17317,38.16,Credit Card
C572556,10/24/11 17:26,17317,-38.16,Credit Card
572557,10/24/11 17:44,14716,0,PayPal
572558,10/25/11 8:26,14286,642.77,Debit Card
572559,10/25/11 8:44,12476,448.88,Debit Card
572560,10/25/11 8:45,12476,648.28,Credit Card
572561,10/25/11 8:51,13652,456.84,Credit Card
572562,10/25/11 9:07,13481,443.23,Debit Card
572563,10/25/11 9:31,12928,334,Credit Card
572565,10/25/11 10:17,16762,573.45,Debit Card
572566,10/25/11 10:17,13050,306.17,Credit Card
572567,10/25/11 10:27,12398,1635.66,Debit Card
572568,10/25/11 10:31,14001,733.94,Check
572569,10/25/11 10:32,17870,189.9,Credit Card
572612,10/25/11 11:14,16186,231.4,Bank Transfer
572613,10/25/11 11:28,15345,393.54,Debit Card
572614,10/25/11 11:38,13023,0,Mobile Payments
572615,10/25/11 11:39,16316,0,Debit Card
572616,10/25/11 11:46,18147,80.46,PayPal
572617,10/25/11 11:52,18272,604.25,PayPal
572650,10/25/11 12:00,15506,267.86,Debit Card
572651,10/25/11 12:06,17350,734.85,Bank Transfer
572652,10/25/11 12:11,15805,1062.43,Bank Transfer
572653,10/25/11 12:12,15861,552.34,PayPal
572654,10/25/11 12:12,15805,45.48,Debit Card
572655,10/25/11 12:20,16708,656.63,Credit Card
572656,10/25/11 12:22,14607,432,Bank Transfer
572657,10/25/11 12:27,15615,381.1,Debit Card
572658,10/25/11 12:29,17690,307.19,Credit Card
572660,10/25/11 12:30,14527,232.71,Mobile Payments
C572659,10/25/11 12:30,14527,-80,Credit Card
572661,10/25/11 12:38,17193,760.74,Mobile Payments
572662,10/25/11 12:54,15443,592.99,Check
572663,10/25/11 12:54,12748,60.44,Debit Card
572664,10/25/11 12:56,16401,306.3,PayPal
572665,10/25/11 13:02,17102,4.48,Debit Card
572666,10/25/11 13:03,15134,166.92,Debit Card
572667,10/25/11 13:05,15963,280.04,Credit Card
572668,10/25/11 13:07,18045,178.34,Credit Card
572669,10/25/11 13:10,16549,467.76,Bank Transfer
572670,10/25/11 13:14,13685,594.36,Credit Card
572671,10/25/11 13:14,13340,909.26,Debit Card
572672,10/25/11 13:15,13340,597.68,Debit Card
572673,10/25/11 13:16,13309,293.77,Credit Card
572674,10/25/11 13:17,14173,129.77,PayPal
572675,10/25/11 13:20,17917,108.32,Bank Transfer
572676,10/25/11 13:30,16258,1462.45,Debit Card
572677,10/25/11 13:46,17596,132.88,Debit Card
572678,10/25/11 13:46,13182,121.18,Debit Card
572679,10/25/11 13:47,17024,39.6,PayPal
572680,10/25/11 13:48,13742,307.21,Debit Card
572681,10/25/11 13:51,13510,551.89,PayPal
572682,10/25/11 13:52,17928,134.28,Debit Card
572683,10/25/11 13:53,15158,401.4,Bank Transfer
572684,10/25/11 14:00,17282,0,Credit Card
572685,10/25/11 14:01,13809,0,Credit Card
572686,10/25/11 14:03,12541,0,Credit Card
572687,10/25/11 14:05,18173,0,Cash
572688,10/25/11 14:09,13028,355.94,Debit Card
572689,10/25/11 14:13,14167,0,Debit Card
572690,10/25/11 14:14,16239,0,PayPal
572691,10/25/11 14:15,17463,0,Credit Card
572692,10/25/11 14:16,13614,0,Debit Card
572693,10/25/11 14:20,15484,0,PayPal
572695,10/25/11 14:23,12610,435.09,Bank Transfer
572696,10/25/11 14:23,17857,3640,Bank Transfer
572697,10/25/11 14:24,13947,0,Credit Card
572698,10/25/11 14:25,16244,0,Debit Card
572701,10/25/11 14:31,15109,0,Credit Card
572702,10/25/11 14:33,14629,0,Bank Transfer
572703,10/25/11 14:35,16110,609.26,Bank Transfer
572704,10/25/11 14:39,14500,2369.1,Credit Card
572718,10/25/11 14:56,15656,184.87,Bank Transfer
572719,10/25/11 15:03,13871,855.17,Mobile Payments
572720,10/25/11 15:04,13978,158.99,Mobile Payments
572721,10/25/11 15:07,16201,479.03,Credit Card
C572722,10/25/11 15:08,16869,-19.8,Mobile Payments
572723,10/25/11 15:13,17602,0,Mobile Payments
572724,10/25/11 15:14,16172,0,Mobile Payments
572725,10/25/11 15:14,12667,0,Debit Card
572726,10/25/11 15:19,16056,650.75,Credit Card
572732,10/25/11 15:21,18079,884.17,Credit Card
572733,10/25/11 15:27,18079,480.8,Debit Card
572734,10/25/11 15:34,13694,1632.63,Debit Card
572735,10/25/11 15:36,15630,789.49,Credit Card
C572736,10/25/11 15:37,15836,-19.9,Credit Card
572737,10/25/11 15:39,13384,298.26,Credit Card
572738,10/25/11 15:39,14234,82.56,Debit Card
572739,10/25/11 15:44,12628,0,Debit Card
572740,10/25/11 15:45,15773,0,Credit Card
572741,10/25/11 15:47,14341,781.9,Credit Card
572742,10/25/11 15:48,14341,245.56,PayPal
572743,10/25/11 16:13,14482,589.2,Debit Card
572744,10/25/11 16:14,14085,260.79,Credit Card
572745,10/25/11 16:20,14085,29.75,Debit Card
572746,10/25/11 16:30,13263,203.44,Debit Card
C572747,10/25/11 16:49,17423,-17.5,Bank Transfer
572748,10/25/11 16:50,15985,0,Credit Card
572749,10/25/11 16:52,12621,0,Debit Card
C572750,10/25/11 17:07,14395,-9.95,Mobile Payments
572751,10/25/11 17:21,17449,391,Credit Card
572752,10/25/11 17:22,17449,206.62,Bank Transfer
572753,10/25/11 17:29,15856,292.25,Gift Card
C572754,10/25/11 17:29,15482,-360,Mobile Payments
572755,10/25/11 17:31,13601,305.97,PayPal
572756,10/25/11 17:32,15482,360,Bank Transfer
572757,10/25/11 18:05,18215,25,Gift Card
572758,10/25/11 18:39,14232,2347.9,Mobile Payments
572760,10/26/11 8:30,16225,142.68,Debit Card
C572761,10/26/11 9:38,12584,-30.55,Credit Card
572762,10/26/11 9:50,15240,324.02,PayPal
572763,10/26/11 9:54,12812,229.64,Check
572764,10/26/11 9:58,15110,303.85,Check
572765,10/26/11 10:02,16013,2251.2,Bank Transfer
572766,10/26/11 10:03,16013,1603.06,Credit Card
572767,10/26/11 10:11,17865,702.86,Debit Card
